songName,singer,hot,lyric
写给年少回不去的爱,小5,"2,158",写给年少回不去的爱词曲：小5演唱：小5我在扛心在晃青春沙哑是谁触动了心房随爱游荡就算悲剧仍承担遗憾梦优美啊梦动人啊迷雾却扩散而我痛醒后感伤曾迷惑曾经很爱过知晓承诺是什么曾经疯狂而荒唐的爱过现实打醒我委屈挺着说还能做朋友其实都冷漠早把心掏空勉强我摊牌遗憾地老天荒仅属虚像委屈的承受不堪放任伤感爱越心慌我迷失在奔溃边缘你纯洁模样殆尽飘散现实将你中伤而我心碎的零乱曾迷惑曾经很爱过知晓承诺是什么曾经疯狂而荒唐的爱过现实打醒我委屈挺着说还能做朋友其实都冷漠早把心掏空勉强我摊牌遗憾曾迷惑曾经很爱过知晓承诺是什么曾经疯狂而荒唐的爱过现实打醒我委屈挺着说还能做朋友其实都冷漠早把心掏空勉强我摊牌遗憾曾迷惑曾经很爱过知晓承诺是什么曾经疯狂而荒唐的爱过现实打醒我委屈挺着说还能做朋友其实都冷漠早把心掏空勉强无奈摊牌遗憾
瘾,陈楚生,"3,523",瘾词曲：陈楚生演唱：陈楚生我能坐下吗我叫陈楚生我在对面的角落里观察了你很久很久来一杯伏特卡不要太多的冰不知你是否会介意我点燃这支香烟他们说抽烟对身体不是太好可是不抽的时候我的身体更难受我越来越不确定戒烟的目的难道生老病死就多了这一口就像深爱的人突然说分手虽然心里很难过却要由衷的祝福我越来越怀疑谁说爱过是幸福反正身上都是未痊愈的伤口我经常嘲笑自己不能说到做到忘不了那段甜蜜戒不掉心中的瘾我不知道这样坚持还有什么意义我经常提醒自己爱要不留余力就算是握着真理也要说错的是自己最后知道爱不爱不需要什么道理他们说抽烟对身体不是太好可是不抽的时候我的身体更难受我越来越不确定戒烟的目的难道生老病死就多了这一口就像深爱的人突然说分手虽然心里很难过却要由衷的祝福我越来越怀疑谁说爱过是幸福反正身上都是未痊愈的伤口我经常嘲笑自己不能说到做到忘不了那段甜蜜戒不掉心中的瘾我不知道这样坚持还有什么意义我经常提醒自己爱要不留余力就算是握着真理也要说错的是自己最后知道爱不爱不需要什么道理我经常嘲笑自己不能说到做到忘不了那段甜蜜戒不掉心中的瘾我不知道这样坚持还有什么意义我经常提醒自己爱要不留余力就算是握着真理也要说错的是自己最后知道爱不爱不需要什么道理
我懂了,金莎,"2,638",我懂了演唱：金莎我在进退的路口我看不见了天空我快乐吗我也好想躲一躲到你的胸口我的喜悲你的自由就像彩虹短暂逗留你快乐吧你找到你的出口你真的自由我不爱过就不懂寂寞我不难过泪又怎么会流爱的够重伤的够痛证明我爱过幸福走过才浮现感动幸运的我曾拥你的温柔你的笑容还有你问候都让我心动你喜欢过你沉溺过你残忍过这一刻我都懂我真的自由我的喜悲你的自由就像彩虹短暂逗留你快乐吧你找到你的出口你真的自由我不爱过就不懂寂寞我不难过泪又怎么会流爱的够重伤的够痛证明我爱过幸福走过才浮现感动幸运的我曾拥你的温柔你的笑容还有你问候都让我心动我不爱过就不懂寂寞我不难过泪又怎么会流爱的够重伤的够痛证明我爱过幸福走过才浮现感动幸运的我曾拥你的温柔你的笑容还有你问候都让我心动你喜欢过你沉溺过你残忍过这一刻我都懂我真的自由
爱在西元前,周杰伦,"1,546",爱在西元前作词：方文山作曲：周杰伦演唱：周杰伦古巴比伦王颁布了汉摩拉比法典刻在黑色的玄武岩距今已经三千七百多年你在橱窗前凝视碑文的字眼我却在旁静静欣赏你那张我深爱的脸祭司神殿征战弓箭是谁的从前喜欢在人潮中你只属於我的那画面经过苏美女神身边我以女神之名许愿思念像底格里斯河般的漫延当古文明只剩下难解的语言传说就成了永垂不朽的诗篇我给你的爱写在西元前深埋在美索不达米亚平原几十个世纪后出土发现泥板上的字迹依然清晰可见我给你的爱写在西元前深埋在美索不达米亚平原用楔形文字刻下了永远那已风化千年的誓言一切又重演祭司神殿征战弓箭是谁的从前喜欢在人潮中你只属於我的那画面经过苏美女神身边我以女神之名许愿思念像底格里斯河般的漫延当古文明只剩下难解的语言传说就成了永垂不朽的诗篇我给你的爱写在西元前深埋在美索不达米亚平原几十个世纪后出土发现泥板上的字迹依然清晰可见我给你的爱写在西元前深埋在美索不达米亚平原用楔形文字刻下了永远那已风化千年的誓言我感到很疲倦离家乡还是很远害怕再也不能回到你身边我给你的爱写在西元前深埋在美索不达米亚平原几十个世纪后出土发现泥板上的字迹依然清晰可见我给你的爱写在西元前深埋在美索不达米亚平原用楔形文字刻下了永远那已风化千年的誓言爱在西元前爱在西元前
人面桃花,邓丽君,"5,987",人面桃花演唱：邓丽君去年今日此门中人面桃花相映红人面是对人常带三分笑桃花也盈盈含笑舞春风烽火忽然连天起无端惊破鸳鸯梦一霎时流亡载道庐舍空不见了卖酒人家旧芳容一处一处问行踪指望着劫后重相逢谁知道人面飘泊何处去只有那桃花依旧笑春风烽火忽然连天起无端惊破鸳鸯梦一霎时流亡载道庐舍空不见了卖酒人家旧芳容一处一处问行踪指望着劫后重相逢谁知道人面飘泊何处去只有那桃花依旧笑春风笑春风
哭砂,周华健,"3,320",哭砂作词：林秋离作曲：熊美玲演唱：周华健你是我最苦涩的等待让我欢喜又害怕未来你最爱说你是一颗尘埃偶而会恶作剧的飘进我眼里宁愿我哭泣不让我爱你你就真的像尘埃消失在风里你是我最痛苦的决择为何你从不放弃飘泊还对你是那么难分难舍你总是带回满口袋的砂给我难得来看我却又离开我让那手中泻落的砂像泪水流风吹来的砂落在悲伤的眼里谁都看出我在等你风吹来的砂堆集在心里是谁也擦不去的痕迹风吹来的砂穿过所有的记忆谁都知道我在想你风吹来的砂冥冥在哭泣难道早就预言了分离风吹来的砂冥冥在哭泣难道早就预言了分离
十年,刘德华,"2,072",十年演唱：刘德华曾经爸爸给我望远镜他带我到这段路上去望望地球是那个样幻想就像西瓜波儿胀如果可跳出天上看想见到每人快乐健康年青的风不爱屏与障它带我去反叛浪荡我造造梦儿又说说谎日子慢慢一点一点点流放狂想总教这心头痒当我有翅膀会尽力闯我每一个十年许多难忘的片段当转眼回头望一遍已经很远记那一个十年仿佛无时不见面今天你人儿但不见记忆仍是暖如今心中长了望远镜拉近四野真象幻象我踏实路前面每寸方便一步一步攀上人生可当首歌谣唱总唱到醉人美丽地方我每一个十年许多难忘的片段当转眼回头望一遍已经很远记那一个十年彷佛无时不见面今天你人儿但不见记忆仍是暖我每一个十年许多难忘的片段当转眼回头望一遍已经很远记那一个十年仿佛无时不见面今天你人儿但不见记忆仍是和暖
特别,黄龄,"4,310",特别演唱：黄龄只剩一个人的海边脚印被浪花淹灭像刚才没有人在我身边流星没听清许愿就坠落不见感情曾多灿烂也熄灭惋惜会在泪水里沉淀我深爱过你的特别所以不后悔我们之间暗潮绵延快乐苦痛都加倍还是认为你最特别却不再挽回会心碎的拥抱适合浅尝不适合深深的沉醉随着你的情绪转变走过不同的世界从兴奋好奇怀疑到疲倦想用更爱来解决动摇的一切可惜越不放手越决裂紧握只会让痛更强烈我深爱过你的特别所以不后悔我们之间暗潮绵延快乐苦痛都加倍还是认为你最特别却不再挽回会心碎的拥抱适合浅尝不适合深深的沉醉就把你当成一个纪念不看待成一种伤悲不曾疯狂地爱怎么能体会Wooh一段完美我深爱过你的特别所以不后悔我们之间暗潮绵延快乐苦痛都加倍还是认为你最特别却不再挽回会心碎的拥抱适合浅尝不适合深深的沉醉
不想睡,陈晓东,"7,320",不想睡演唱：陈晓东夜了为什么还不想睡除了你我还在思念谁我并不是害怕黑寂寞却喜欢把整个我包围好想再重新和你爱一回让伤心的回忆通通都给化成灰曾对你说没爱无所谓其实自己脆弱不知道应怎么面对故意在街上给冷风吹等著你来温暖我心扉终于也是掉下眼泪爱情不知不觉的不翼而飞请你永远都把我骂好罪那不用心痛日日夜夜为你心碎你的爱曾经是绝对我一辈子都会为我的愚昧而后悔Oh....夜了为什么还不想睡除了你我还在思念谁我并不是害怕黑寂寞却喜欢把整个我包围好想再重新和你爱一回让伤心的回忆通通都给化成灰曾对你说没爱无所谓其实自己脆弱不知道应怎么面对Oh....
第一次,光良,"3,766",第一次演唱：光良当你看着我我没有开口已被你猜透还是没把握还是没有符合你的要求是我自己想得太多还是你也在闪躲如果真的选择是我我鼓起勇气去接受不知不觉让视线开始闪烁哦第一次我说爱你的时候呼吸难过心不停地颤抖哦第一次我牵起你的双手失去方向不知该往哪儿走那是一起相爱的理由那是一起厮守哦第一次吻你深深的酒窝想要清醒却冲昏了头哦第一次你躺在我的胸口二十四小时没有分开过那是第一次知道天长地久是我自己想得太多还是你也在闪躲如果真的选择是我我鼓起勇气去接受不知不觉让视线开始闪烁哦第一次我说爱你的时候呼吸难过心不停地颤抖哦第一次我牵起你的双手失去方向不知该往哪儿走那是一起相爱的理由对我感觉你属于我感觉你的眼眸第一次就决定绝不会错哦第一次我说爱你的时候呼吸难过心不停地颤抖哦第一次我牵起你的双手失去方向不知该往哪儿走那是一起相爱的理由那是一起厮守哦第一次吻你深深的酒窝想要清醒却冲昏了头哦第一次你躺在我的胸口二十四小时没有分开过那是第一次知道天长地久
陪我看日出,蔡淳佳,"8,132",陪我看日出演唱：蔡淳佳雨的气息是回家的小路路上有我追着你的脚步脚下边保存着昨天的温度你抱着我就像温暖的大树雨下了走好路这句话我记住风再大吹不走祝福雨过了就有路像那年看日出你牵着我穿过了雾叫我看希望就在黑夜的尽处哭过的眼看岁月更清楚想一个人闪着泪光是一种幸福又回到我离开家的小步你送着我满天燕子都在飞舞雨下了走好路这句话我记住风再大吹不走祝福雨过了就有路像那年看日出你牵着我穿过了雾叫我看希望就在黑夜的尽处雨下了走好路这句话我记住风再大吹不走祝福雨过了就有路像那年看日出你牵着我穿过了雾叫我看希望就在黑夜的尽处虽然一个人我并不孤独在心中你陪我看每一个日出
这该死的爱,张靓颖,"5,375",这该死的爱演唱：张靓颖每次别人无意提起有关于你的消息我都会微笑的装作一点都不在意耳朵背着我收集你所有的点点滴滴现在你在哪里Ohbaby那封没有寄出的信直到现在还是锁在抽屉无处可投递电话总是形影不离害怕如果每次当它响起错过你声音让未来到来让过去过去做到谈何容易有一天老去有一天离去遗憾还是在心底我可以绝口不提所有和你的曾经如果这是你想要的我会尽力每次别人无意提起有关于你的消息我都会微笑的装作一点都不在意耳朵背着我收集你所有的点点滴滴现在你在哪里Ohbaby那封没有寄出的信直到现在还是锁在抽屉无处可投递电话总是形影不离害怕如果每次当它响起错过你声音让未来到来让过去过去做到谈何容易有一天老去有一天离去遗憾还是在心底我可以绝口不提所有和你的曾经如果这是你想要的你忘了回忆我忘了忘记这该死的爱情不能爱着你不能爱自己能不能再次相遇我真的力不从心也不想再骗自己虽然你说过要幸福我曾答应后悔没让你了解我有多爱你
有时寂寞,陈慧琳,"7,426",有时寂寞作词：甄健强作曲：雷颂德演唱：陈慧琳GonnaSayByeBye谈情太似悬崖绝岭没有开心可保证有时寂寞亦是聪明人人会变　人人任性热吻不担保高兴有时寂寞亦是本领一个人找到的节目太多轻快得想哼歌宽慰得　自在地消磨放心我可　温暖得到心窝骤眼间我似落寞但是时日飞过我这哲学都跟恋爱差不多人间烟火勿来缠绕我撩乱错综　不会是我GonnaSayByeBye谈情太似悬崖绝岭没有开心可保证有时寂寞亦是聪明人人会变　人人任性热吻不担保高兴有时寂寞亦是本领我有权自愿寂寞最爱是独自玩乐看戏和阅读直落是种收穫我有权自愿寂寞最爱是独自玩乐看戏和阅读直落是种收穫狠了心不必依靠人最多拥有不到风魔很勇敢　道别坏心情有好结果　不觉得几坎坷愉快的节庆项目　自问能随心过放过我吧不必找我可不可难得轻鬆勿来难为我还受哄骗　恐怕犯错GonnaSayByeBye谈情太似悬崖绝岭没有开心可保证有时寂寞亦是聪明人人会变　人人任性热吻不担保高兴有时寂寞亦是本领GonnaSayByeBye谈情太似悬崖绝岭没有开心可保证有时寂寞亦是聪明人人会变　人人任性热吻不担保高兴有时寂寞亦是本领我有权自愿寂寞最爱是独自玩乐看戏和阅读直落是种收穫我有权自愿寂寞最爱是独自玩乐看戏和阅读直落是种收穫
爱火烧不尽,刘德华,"2,983",爱火烧不尽作词:刘德华作曲:徐嘉良演唱:刘德华多么不愿意触动你生命的门铃多么不相信缘起缘灭天注定上了锁的心逃不了宿命的精灵闭上了眼睛感觉忽远又忽近在梦里找不到你踪影却又梦到你伤心红尘里有谁可以找回过去的曾经爱火为你烧啊烧不尽泪水为你一生流也流不停浮沈世间看不清情是何物实在深奥难明爱火为你烧啊烧不尽泪水为你一生流也流不停爱火苦苦的追寻已经狠狠烧伤我和你多么不愿意触动你生命的门铃多么不相信缘起缘灭天注定上了锁的心逃不了宿命的精灵闭上了眼睛感觉忽远又忽近在梦里找不到你踪影却又梦到你伤心红尘里有谁可以找回过去的曾经爱火为你烧啊烧不尽泪水为你一生流也流不停浮沈世间看不清情是何物实在深奥难明爱火为你烧啊烧不尽泪水为你一生流也流不停爱火苦苦的追寻已经狠狠烧伤我和你爱火为你烧啊烧不尽泪水为你一生流也流不停浮沈世间看不清情是何物实在深奥难明爱火为你烧啊烧不尽泪水为你一生流也流不停爱火苦苦的追寻已经狠狠烧伤我和你爱火苦苦的追寻已经狠狠烧伤我和你
难忘的一天,许巍,"7,881",难忘的一天演唱：许巍阳光真温暖一直照进我心里如果没有你怎么会有我今天有时我会想起和你经历的故事那些情景在飞扬甜蜜又感伤再次走过熟悉的地方如今的你不知在何方你曾给我的温暖感觉依然在我心如果再见你又是怎样的情景会不会将你再次拥进我怀里阳光真温暖一直照进我心里往事已遥远一年又一年竟然在这一天在不经意之间人群拥挤的街头走过我身边风吹起的青色衣衫夕阳里的温暖容颜你比以前更加美丽像盛开的花这是我难忘的一天在隐忍和冲动之间看着你渐渐的远去消失人海中
想你想到眼泪流,贡维特,"1,478",想你想到眼泪流作词：龙军作曲：龙军演唱：贡维特想你总是让人哭红了眼睛等你还是没有半点的音讯你说让我等你回来你不会改变对我的爱可最后只等到伤害想你总是让人忘记了自己等你还是没有任何的消息也许有一天你回来也不曾改变对我的爱可最后你和她相爱想你想到眼泪流等你等到白了头你让别人牵你的手当初的誓言抛在脑后想你想到眼泪流等你等到白了头移情别恋你的温柔如今和别人天长地久想你总是让人忘记了自己等你还是没有任何的消息也许有一天你回来也不曾改变对我的爱可最后你和她相爱想你想到眼泪流等你等到白了头你让别人牵你的手当初的誓言抛在脑后想你想到眼泪流等你等到白了头移情别恋你的温柔如今和别人天长地久想你想到眼泪流等你等到白了头你让别人牵你的手当初的誓言抛在脑后想你想到眼泪流等你等到白了头移情别恋你的温柔如今和别人天长地久看不见我为你红了眼眶看不见我为你失去方向看不见我心底留的伤
翅膀,林俊杰,"3,032",翅膀作词：张思尔作曲：林俊杰演唱：林俊杰同样的机场不同世界同样的咖啡不同味觉同样的我和我都少了一些看飞机划过天空不见了用你给我的翅膀飞我懂这不是伤悲再高都不会累我们都说好了用你给我的翅膀飞我感觉己够安慰乌云也不再多我们也不为谁掉眼泪空气中藏着你的香味回忆里躲着你的眼泪最后拥抱的温暖还有一些我拖著行李往前一直走用你给我的翅膀飞我懂这不是伤悲再高都不会累我们都说好了用你给我的翅膀飞我感觉己够安慰乌云也不再多我们也不为谁掉眼泪看一看回忆是云朵一朵朵地飘过若想要回头就无法翱翔用你给我的翅膀飞我懂这不是伤悲再高都不会累我们都说好了用你给我的翅膀飞我感觉己够安慰乌云也不再多我们也不为谁掉眼泪乌云也不再多我们也不为谁掉眼泪
你还欠我一个拥抱,后弦,"2,261",你还欠我一个拥抱演唱：后弦、sara后：走啦噢对了你还欠我一样东西sara:东西？后：就是这个嗯后弦：darling你还欠我一个拥抱合：darling你还欠我一个拥抱让我醒来可以记起味道最疼爱的人爱我多少可眼泪往下掉darling你还欠我一个微笑让我孤独时候赶走烦恼疼爱我的人没有多少爱上你是我唯一的骄傲后弦:oh触电像砸下的苹果夏娃在街头埋伏着我甜蜜的突袭说你爱我oh恋爱像薄荷撞可乐冰镇的心沸腾忐忑喷泉下长椅谁在等我sara：你的恋爱传说确实温柔不多我在这里填下空白的段落相爱的烂借口准备好了没有后弦：随时恭候拥抱在恋人的街头梦到爱的结果darling你还欠我一个拥抱让我醒来可以记起味道最疼爱的人爱我多少看眼泪往下掉darling你还欠我一个微笑让我孤独时候赶走烦恼疼爱我的人没有多少爱上你是我唯一的骄傲RAP：等等我还有话要说慢慢走在街头我拉着拉着你的手刚刚找到地球上濒临灭绝温柔噢我答应你相信这感觉是注定我一直陪你走到教堂的门口你的寂寞被忘记掉在紧紧拥抱之后我的幸福被放进荷包包装很久很久爱就是我答应你相信这感觉是注定我一直陪你走到永久这是命运sara：你的恋爱传说确实温柔不多我在这里填下空白的段落相爱的烂借口准备好了没有后弦：随时恭候拥抱在恋人的街头梦到爱的结果darling你还欠我一个拥抱让我醒来可以记起味道最疼爱的人爱我多少看眼泪往下掉darling你还欠我一个微笑让我孤独时候赶走烦恼疼爱我的人没有多少爱上你是我唯一的骄傲
我的最爱,张韶涵,"4,161",我的最爱作词：于光中、陈伟作曲：陈伟演唱：张韶涵像一场梦却醒不过来另一个我在看着我她问我值不值得为你付出所有只要一想起你的温柔就会让我看不清楚你想做的你Mm...没有谁强迫我坚强我却都忍得住清醒的孤独你永远是我的最爱不管爱你有多难我的心只想属于你无法预知的未来你试着抱起我却看见远方寂寞爱将会克服一切在我心中你永远是我的最爱不管爱你有多难我不会停止爱着你握着你温热的手就算偶而透露你的不安和放纵我总是相信你像一场梦却醒不过来另一个你在看着我他问我愿不愿意给你更多自由只要一想起你的忧愁就会让我看不清楚我想做的我Mm...没有谁强迫我坚强我却都忍得住梦里的孤独你永远是我的最爱不管爱你有多难我的心只想属于你无法预知的未来你试着抱起我却看见远方寂寞爱将会克服一切在我心中你永远是我的最爱不管爱你有多难我不会停止爱着你握着你温热的手就算偶而透露你的不安和放纵我总是相信你
微凉的你,陈绮贞,"2,847",微凉的你演唱：陈绮贞迎着微微的风像微微的你在我不经意的时候掀起一阵涟漪躲着凉凉的雨像凉凉的你偶尔捎来消息将我整天灼热的思绪抚平在夜里在黎明融化我凝结的心拥抱一阵微凉的风心的空隙任你来去我睁大了眼睛找寻不到你飘散的发留住了你微笑的脸却来不及温习你的吻回忆才是你唯一的痕迹迎着微微的风像微微的你在我不经意的时候掀起一阵涟漪躲着凉凉的雨像凉凉的你偶尔捎来消息将我整天灼热的思绪抚平在夜里在黎明融化我凝结的心拥抱一阵微凉的风心的空隙任你来去我睁大了眼睛找寻不到你飘散的发留住了你微笑的脸却来不及温习你的吻回忆才是你唯一的痕迹拥抱一阵微凉的风心的空隙任你来去我睁大了眼睛找寻不到你飘散的发留住了你微笑的脸却来不及温习你的吻回忆才是你唯一的痕迹
诺言,李翊君,"5,811",诺言演唱：李翊君我不明白这世界为什么会让我感到那么多伤悲我不知道相爱的两个人留不住一个褪色的诺言我不了解沧海桑田能将一切相信的事改变我不相信付出过的真心要收回就能收回我不明白人世间的聚散只因为我们所谓的缘份我不知道这是你的借口还是我把爱想得太天真我不了解天长地久要用这么多的寂寞来等是你让我的心痛一天比一天深无奈人在风里人在雨里人在爱的岁月里漂流你我不能从头不能停留不能抗拒命运左右想挣脱为爱带的伽锁熄灭为爱点亮的灯火一个破碎的圆破碎的美梦留它有什么用哦......无奈人在风里人在雨里人在爱的岁月里漂流你我不能从头不能停留不能抗拒命运左右就这样松开寂寞的手熄灭为爱点亮的灯火让爱走让爱拥有自己的自由我不明白人世间的聚散只因为我们所谓的缘份我不知道这是你的借口还是我把爱想得太天真我不了解天长地久要用这么多的寂寞来等是你让我的心痛一天比一天深无奈人在风里人在雨里人在爱的岁月里漂流你我不能从头不能停留不能抗拒命运左右想挣脱为爱带的伽锁熄灭为爱点亮的灯火一个破碎的圆破碎的美梦留它有什么用哦......无奈人在风里人在雨里人在爱的岁月里漂流你我不能从头不能停留不能抗拒命运左右就这样松开寂寞的手熄灭为爱点亮的灯火让爱走让爱拥有自己的自由
对爱期待,黄小琥,"1,795",对爱期待作词：管启源作曲：陈海维演唱：黄小琥孤独只不过是一种状态有甚么难过也不值得大惊小怪释不释怀日子也不会给你个交待一个人有一个人的痛快说不定还可以悟出了道理换来谁喝彩来不及高兴就感慨喔我对爱情还会有期待一段感情结束还有后来这感觉有好有坏如你会明白你就会明白我对缘份并没有责怪属于各自的明天总要来没有应该不应该谁不是用伤口交换未来一个人有一个人的痛快说不定还可以悟出了道理换来谁喝彩来不及高兴就感慨喔我对爱情还会有期待一段感情结束还有后来这感觉有好有坏如你会明白你就会明白我对缘份并没有责怪属于各自的明天总要来没有应该不应该谁不是用伤口交换未来我没有能力向回忆抵赖因为爱谁不曾死去又活来我的底牌你别急着掀开多余的感伤都该淘汰我对爱情还会有期待一段感情结束还有后来这感觉有好有坏如你会明白你就会明白我对缘份并没有责怪属于各自的明天总要来没有应该不应该谁不是用伤口交换未来我想我值得被爱
伞下,张宇,"2,976",伞下作词:十一郎作曲:张宇　演唱：张宇这场雨会不会下不完这一刻最好能更缓慢有些话就像撑不开的伞明明想靠近对方却出现一种阻挡让心慌张你有我没有过的向往我才会一路苦苦追赶我只有过往却没有远方迟迟不放的痴狂怎会在多年以后变成这样我们在伞下如此执着凝望爱与割舍来回碰撞想牵手走不同的方向是捆绑我们在伞下准备失去对方带着了解微笑和泪光我会祝福你伞外的世界有一片蔚蓝你有我没有过的向往我才会一路苦苦追赶我只有过往却没有远方迟迟不放的痴狂怎会在多年以后变成这样我们在伞下如此执着凝望爱与割舍来回碰撞想牵手走不同的方向是捆绑我们在伞下准备失去对方带着了解微笑和泪光我会祝福你伞外的世界有一片蔚蓝我们在伞下如此执着凝望爱与割舍来回碰撞想牵手走不同的方向是捆绑我们在伞下准备失去对方带着了解微笑和泪光我会祝福你伞外的世界有一片蔚蓝我会祝福你伞外的世界有一片蔚蓝
爱你,王心凌,"6,153",爱你作词：HwangSe-Joon作曲：LeeYoung-Min演唱：王心凌yoyoyoyoCyndiwhatwhat’swrongwithme?(爱你)yoyoCyndibabywhat’swrongwithme?CyndigivemeyourloveyoumakemesneezeallthetimeNownow怎么我一直狂打喷嚏在凌晨三点二十六分letmesingletmesingasong陪你入睡whatislove嗯哼我正在听　你要什么都sayyesCyndiIreallydoloveyouso如果你突然打了个喷嚏那一定就是我在想你如果半夜被手机吵醒啊那是因为我关心常常想　你说的话是不是别有用心明明很想相信　却又忍不住怀疑在你的心里　我是否就是唯一爱　就是有我常烦着你Sobaby　情话多说一点　想我就多看一眼表现多一点点　让我能　真的看见OhBye　少说一点　想陪你不只一天多一点　让我　心甘情愿爱你喜欢在你的臂弯里胡闹你的世界是一座城堡在大头贴画满心号贴在手机上对你微笑常常想　我说的话你是否听得进去明明很想生气　却又止不住笑意（Oh）在我的心里　你真的就是唯一爱　就是有我常赖着你Sobaby　情话多说一点　想我就多看一眼表现多一点点　让我能　真的看见OhBye　少说一点　想陪你不只一天多一点　让我　心甘情愿爱你就这样　一天多一点　慢慢地累积感觉两人的世界　就能够贴近一点Sobaby　情话多说一点　想我就多看一眼表现多一点点　让我能　真的看见OhBye　少说一点　想陪你不只一天多一点　让我　心甘情愿爱你Sobaby　情话多说一点　想我就多看一眼表现多一点点　让我能　真的看见OhBye　少说一点　想陪你不只一天多一点　让我　心甘情愿爱你多一点　才会慢慢发现　因为你　让我心甘情愿
别哭了宝贝,皓天,"7,398",别哭了宝贝作词：龙飞天作曲：张宏光演唱：皓天你打我一个嘴巴好脆又扑进我怀里打雷好像我的对全是错你的错全是对其实爱情不只是玫瑰还有平日的体贴入微如果真心爱一个人就不能就不能让她流泪别哭了宝贝我最看不得眼泪何况是一个女人何况像你这么美别哭了宝贝现在我已经后悔虽然是你在流泪却让我心碎你打我一个嘴巴好脆又扑进我怀里打雷好像我的对全是错你的错全是对其实爱情不只是玫瑰还有平日的体贴入微如果真心爱一个人就不能就不能让她流泪别哭了宝贝我最看不得眼泪何况是一个女人何况像你这么美别哭了宝贝现在我已经后悔虽然是你在流泪却让我心碎别哭了宝贝我最看不得眼泪何况是一个女人何况像你这么美别哭了宝贝现在我已经后悔虽然是你在流泪却让我心碎
蝴蝶花,水木年华,"6,994",蝴蝶花词曲：卢庚戌演唱：水木年华是否还记得童年阳光里那一朵蝴蝶花它在你头上美丽的盛开洋溢着天真无瑕慢慢地长大曾有的心情不知不觉变化痴守的初恋永恒的誓言经不起风吹雨打岁月的流逝蝴蝶已飞走是否还记着它如今的善变美丽的谎言谁都得学会长大早已经习惯一个人难过情爱纷乱复杂想忘记过去却总又想起曾经的无怨无悔谁能够保证心不变看得清沧海桑田别哭着别哭着对我说没有不老的红颜谁学会不轻意流泪笑谈着沧海桑田别叹息别叹息对我说没有不老的红颜岁月的流逝蝴蝶已飞走是否还记着它如今的善变美丽的谎言谁都得学会长大早已经习惯一个人难过情爱纷乱复杂想忘记过去却总又想起曾经的无怨无悔谁能够保证心不变看得清沧海桑田别哭着别哭着对我说没有不老的红颜谁学会不轻意流泪笑谈着沧海桑田别叹息别叹息对我说没有不老的红颜别叹息别叹息对我说没有不老的红颜没有不老的红颜
给不了的幸福,谢娜,"7,216",给不了的幸福演唱：谢娜一开始你也不会很难过对分手的态度难以琢磨这分分合合仿佛被你看透你说过舍不得想想感情也可以被删除只需要付出三天的沉默谁知道结果爱恨变得模糊心在记忆深处给不了你要的幸福情人化朋友我已不在乎就算被冷落也不是你的错只是不要就此结束给不了你要的幸福竟然终于承认我的无助不如就把我当成是一个替补每天陪你散散步也算是小小的幸福一开始你也不会很难过对分手的态度难以琢磨这分分合合仿佛被你看透想想感情也可以被删除只需要付出三天的沉默谁知道结果爱恨变得模糊心在记忆深处给不了你要的幸福情人化朋友我已不在乎就算被冷落也不是你的错只是不要就此结束给不了你要的幸福竟然终于承认我的无助不如就把我当成是一个替补每天陪你散散步也算是小小的幸福给不了你要的幸福竟然终于承认我的无助不如就把我当成是一个替补每天陪你散散步也算是小小的幸福
而我知道,五月天,"3,980",而我知道词曲：阿信演唱：五月天冰块还没融化你在看表我笑的尴尬你说最近很忙改天聊吧那天我在楼下想了很久想你说的话你说爱情很窄世界很大(而我们应该长大)就这样吧就这样吧我想我听懂你话中的话而我知道那真爱不一定能白头到老而我知道有一天你可能就这么走掉而我知道我知道这一切我全都知道我就是受不了而我知道我们曾天真地一起哭和笑而我知道放开手但不知道怎么忘掉而我知道你走了以后的每一分一秒却还是这么难熬微笑紧紧咬牙给你祝福你自由飞吧你说温室没有灿烂的花(你总是很有想法)就这样吧就这样吧我同意可是我泪如雨下而我知道那真爱不一定能白头到老而我知道有一天你可能就这么走掉而我知道我知道这一切我全都知道我就是受不了而我知道我们曾天真地一起哭和笑而我知道放开手但不知道怎么忘掉而我知道你走了以后的每一分一秒却还是这么难熬却还是这么难熬而我知道我们曾天真地一起哭和笑而我知道放开手但不知道怎么忘掉而我知道你走了以后的每一分一秒却还是这么难熬却还是这么难熬却还是这么难熬(而我知道我知道这一切我全都知道)
如果这都不算爱,陈奕迅,"4,504",如果这都不算爱作词:李焯雄作曲:伍佰演唱：陈奕迅是否爱就得忍耐不问该不该都怪我没能耐转身走开难道牺牲才精彩伤痛才实在要为你留下泪来才证明是爱如果这都不算爱我有什么好悲哀谢谢你的慷慨是我自己活该如果这都不算爱我有什么好悲哀你只要被期待不要真正去爱Ohno！还要什么的表白才不算独白都怪我没能耐转身走开难道牺牲才精彩伤痛才实在要为你留下泪来才证明是爱你的感情太易割爱把未来转眼就删改我的心却为你空白了一块如果这都不算爱我有什么好悲哀谢谢你的慷慨是我自己活该如果这都不算爱我有什么好悲哀你要的是崇拜并不是谁的爱Ohno!
